000001,平安银行
000002,万 科Ａ
000004,国农科技
000005,世纪星源
000006,深振业Ａ
000007,全新好
000008,神州高铁
000009,中国宝安
000010,美丽生态
000011,深物业A
000012,南 玻Ａ
000014,沙河股份
000016,深康佳Ａ
000019,深粮控股
000020,深华发Ａ
000021,深科技
000023,深天地Ａ
000025,特 力Ａ
000026,飞亚达
000027,深圳能源
000028,国药一致
000029,深深房Ａ
000030,富奥股份
000031,大悦城
000032,深桑达Ａ
000034,神州数码
000035,中国天楹
000036,华联控股
000037,深南电A
000038,深大通
000039,中集集团
000040,东旭蓝天
000042,中洲控股
000045,深纺织Ａ
000046,泛海控股
000048,京基智农
000049,德赛电池
000050,深天马Ａ
000055,方大集团
000056,皇庭国际
000058,深 赛 格
000059,华锦股份
000060,中金岭南
000061,农 产 品
000062,深圳华强
000063,中兴通讯
000065,北方国际
000066,中国长城
000068,华控赛格
000069,华侨城Ａ
000070,特发信息
000078,海王生物
000088,盐 田 港
000089,深圳机场
000090,天健集团
000096,广聚能源
000099,中信海直
000100,TCL科技
000150,宜华健康
000151,中成股份
000153,丰原药业
000155,川能动力
000156,华数传媒
000157,中联重科
000158,常山北明
000159,国际实业
000166,申万宏源
000301,东方盛虹
000333,美的集团
000338,潍柴动力
000400,许继电气
000401,冀东水泥
000402,金 融 街
000403,双林生物
000404,长虹华意
000407,胜利股份
000411,英特集团
000413,东旭光电
000415,渤海租赁
000416,民生控股
000417,合肥百货
000419,通程控股
000420,吉林化纤
000421,南京公用
000423,东阿阿胶
000425,徐工机械
000426,兴业矿业
000428,华天酒店
000429,粤高速Ａ
000430,张家界
000488,晨鸣纸业
000498,山东路桥
000501,鄂武商Ａ
000502,绿景控股
000503,国新健康
000505,京粮控股
000506,中润资源
000507,珠海港
000510,新金路
000513,丽珠集团
000514,渝 开 发
000516,国际医学
000517,荣安地产
000518,四环生物
000519,中兵红箭
000520,长航凤凰
000521,长虹美菱
000523,广州浪奇
000524,岭南控股
000525,红 太 阳
000526,紫光学大
000528,柳 工
000529,广弘控股
000530,冰山冷热
000531,穗恒运Ａ
000532,华金资本
000533,顺钠股份
000534,万泽股份
000537,广宇发展
000538,云南白药
000539,粤电力Ａ
000540,中天金融
000541,佛山照明
000543,皖能电力
000544,中原环保
000545,金浦钛业
000546,金圆股份
000547,航天发展
000548,湖南投资
000550,江铃汽车
000551,创元科技
000552,靖远煤电
000553,安道麦A
000554,泰山石油
000555,神州信息
000557,西部创业
000558,莱茵体育
000559,万向钱潮
000560,我爱我家
000561,烽火电子
000563,陕国投Ａ
000564,供销大集
000565,渝三峡Ａ
000566,海南海药
000567,海德股份
000568,泸州老窖
000570,苏常柴Ａ
000573,粤宏远Ａ
000576,甘化科工
000581,威孚高科
000582,北部湾港
000584,哈工智能
000586,汇源通信
000589,贵州轮胎
000590,启迪古汉
000591,太阳能
000592,平潭发展
000593,大通燃气
000596,古井贡酒
000597,东北制药
000598,兴蓉环境
000599,青岛双星
000600,建投能源
000601,韶能股份
000603,盛达资源
000605,渤海股份
000606,顺利办
000607,华媒控股
000608,阳光股份
000609,中迪投资
000610,西安旅游
000612,焦作万方
000613,大东海A
000615,奥园美谷
000616,海航投资
000617,中油资本
000619,海螺型材
000620,新华联
000622,恒立实业
000623,吉林敖东
000625,长安汽车
000626,远大控股
000627,天茂集团
000628,高新发展
000629,攀钢钒钛
000630,铜陵有色
000631,顺发恒业
000632,三木集团
000633,合金投资
000635,英 力 特
000636,风华高科
000637,茂化实华
000638,万方发展
000639,西王食品
000650,仁和药业
000651,格力电器
000652,泰达股份
000655,金岭矿业
000656,金科股份
000657,中钨高新
000659,珠海中富
000661,长春高新
000665,湖北广电
000666,经纬纺机
000667,美好置业
000668,荣丰控股
000671,阳 光 城
000672,上峰水泥
000676,智度股份
000677,恒天海龙
000678,襄阳轴承
000680,山推股份
000681,视觉中国
000682,东方电子
000683,远兴能源
000685,中山公用
000686,东北证券
000688,国城矿业
000690,宝新能源
000691,亚太实业
000692,惠天热电
000695,滨海能源
000697,炼石航空
000698,沈阳化工
000700,模塑科技
000701,厦门信达
000702,正虹科技
000703,恒逸石化
000705,浙江震元
000708,中信特钢
000709,河钢股份
000710,贝瑞基因
000711,京蓝科技
000712,锦龙股份
000713,丰乐种业
000715,中兴商业
000716,黑芝麻
000717,韶钢松山
000718,苏宁环球
000719,中原传媒
000720,新能泰山
000721,西安饮食
000722,湖南发展
000723,美锦能源
000725,京东方Ａ
000726,鲁 泰Ａ
000728,国元证券
000729,燕京啤酒
000731,四川美丰
000732,泰禾集团
000733,振华科技
000735,罗 牛 山
000736,中交地产
000738,航发控制
000739,普洛药业
000750,国海证券
000751,锌业股份
000753,漳州发展
000755,山西路桥
000756,新华制药
000757,浩物股份
000758,中色股份
000759,中百集团
000761,本钢板材
000762,西藏矿业
000766,通化金马
000767,漳泽电力
000768,中航飞机
000776,广发证券
000777,中核科技
000778,新兴铸管
000779,甘咨询
000782,美达股份
000783,长江证券
000785,居然之家
000786,北新建材
000788,北大医药
000789,万年青
000790,华神科技
000791,甘肃电投
000793,华闻集团
000795,英洛华
000796,凯撒旅业
000797,中国武夷
000798,中水渔业
000799,酒鬼酒
000800,一汽解放
000801,四川九洲
000802,北京文化
000807,云铝股份
000809,铁岭新城
000810,创维数字
000811,冰轮环境
000812,陕西金叶
000813,德展健康
000815,美利云
000816,智慧农业
000818,航锦科技
000819,岳阳兴长
000821,京山轻机
000822,山东海化
000823,超声电子
000825,太钢不锈
000826,启迪环境
000828,东莞控股
000829,天音控股
000830,鲁西化工
000831,五矿稀土
000833,粤桂股份
000836,富通鑫茂
000838,财信发展
000839,中信国安
000848,承德露露
000850,华茂股份
000851,高鸿股份
000852,石化机械
000856,冀东装备
000858,五 粮 液
000859,国风塑业
000860,顺鑫农业
000861,海印股份
000862,银星能源
000863,三湘印象
000869,张 裕Ａ
000875,吉电股份
000876,新 希 望
000877,天山股份
000878,云南铜业
000880,潍柴重机
000881,中广核技
000882,华联股份
000883,湖北能源
000885,城发环境
000886,海南高速
000887,中鼎股份
000888,峨眉山Ａ
000889,中嘉博创
000892,欢瑞世纪
000893,亚钾国际
000895,双汇发展
000897,津滨发展
000898,鞍钢股份
000899,赣能股份
000900,现代投资
000901,航天科技
000902,新洋丰
000903,云内动力
000905,厦门港务
000906,浙商中拓
000908,景峰医药
000909,数源科技
000910,大亚圣象
000911,南宁糖业
000912,泸天化
000913,钱江摩托
000915,山大华特
000917,电广传媒
000918,嘉凯城
000919,金陵药业
000920,南方汇通
000921,海信家电
000922,佳电股份
000923,河钢资源
000925,众合科技
000926,福星股份
000928,中钢国际
000929,兰州黄河
000930,中粮科技
000931,中 关 村
000932,华菱钢铁
000933,神火股份
000935,四川双马
000936,华西股份
000937,冀中能源
000938,紫光股份
000948,南天信息
000949,新乡化纤
000950,重药控股
000951,中国重汽
000952,广济药业
000955,欣龙控股
000957,中通客车
000958,东方能源
000959,首钢股份
000960,锡业股份
000961,中南建设
000962,东方钽业
000963,华东医药
000965,天保基建
000966,长源电力
000967,盈峰环境
000968,蓝焰控股
000969,安泰科技
000970,中科三环
000973,佛塑科技
000975,银泰黄金
000976,华铁股份
000977,浪潮信息
000978,桂林旅游
000983,西山煤电
000985,大庆华科
000987,越秀金控
000988,华工科技
000989,九 芝 堂
000990,诚志股份
000993,闽东电力
000996,中国中期
000997,新 大 陆
000998,隆平高科
000999,华润三九
001696,宗申动力
001872,招商港口
001896,豫能控股
001914,招商积余
001965,招商公路
001979,招商蛇口
002001,新 和 成
002002,鸿达兴业
002003,伟星股份
002004,华邦健康
002006,精功科技
002007,华兰生物
002008,大族激光
002009,天奇股份
002010,传化智联
002011,盾安环境
002012,凯恩股份
002013,中航机电
002014,永新股份
002015,协鑫能科
002016,世荣兆业
002017,东信和平
002019,亿帆医药
002020,京新药业
002022,科华生物
002023,海特高新
002024,苏宁易购
002025,航天电器
002026,山东威达
002027,分众传媒
002028,思源电气
002029,七 匹 狼
002030,达安基因
002031,巨轮智能
002032,苏 泊 尔
002033,丽江股份
002034,旺能环境
002035,华帝股份
002036,联创电子
002037,保利联合
002038,双鹭药业
002039,黔源电力
002040,南 京 港
002041,登海种业
002042,华孚时尚
002043,兔 宝 宝
002044,美年健康
